0.00 & 9.75 & 4.80 & 5.59 & 3.22 \\
10.44 & 0.00 & 5.59 & 6.09 & 3.76 \\
6.64 & 6.75 & 0.00 & 7.89 & 2.94 \\
7.31 & 7.12 & 7.76 & 0.00 & 3.47 \\
5.62 & 5.46 & 3.49 & 4.15 & 0.00 \\
