0.00 & 7.25 & 3.33 & 3.20 & 2.65 \\
7.56 & 0.00 & 3.83 & 3.30 & 2.89 \\
5.12 & 5.31 & 0.00 & 5.19 & 2.79 \\
6.16 & 5.94 & 6.36 & 0.00 & 3.12 \\
3.82 & 3.76 & 2.18 & 1.34 & 0.00 \\
