0.00 & 11.34 & 6.37 & 7.01 & 5.83 \\
11.70 & 0.00 & 6.84 & 7.50 & 6.40 \\
7.35 & 7.46 & 0.00 & 8.45 & 4.10 \\
7.77 & 7.90 & 8.23 & 0.00 & 4.77 \\
6.22 & 6.43 & 3.51 & 4.40 & 0.00 \\
