1.00 & 4.51 & 2.22 & 2.47 & 1.72 \\
6.01 & 1.00 & 2.42 & 2.60 & 1.84 \\
4.19 & 3.43 & 1.00 & 3.08 & 1.66 \\
4.51 & 3.57 & 2.97 & 1.00 & 1.78 \\
3.70 & 2.97 & 1.89 & 2.09 & 1.00 \\
