1.00 & 4.05 & 1.86 & 1.64 & 1.82 \\
4.66 & 1.00 & 1.99 & 1.66 & 1.89 \\
3.48 & 3.23 & 1.00 & 2.03 & 1.86 \\
3.98 & 3.50 & 2.65 & 1.00 & 1.96 \\
2.85 & 2.58 & 1.56 & 1.27 & 1.00 \\
