1.00 & 7.60 & 3.72 & 4.30 & 4.33 \\
9.59 & 1.00 & 3.92 & 4.53 & 4.66 \\
6.40 & 5.34 & 1.00 & 4.98 & 3.34 \\
6.71 & 5.60 & 4.51 & 1.00 & 3.73 \\
5.57 & 4.74 & 2.49 & 3.07 & 1.00 \\
