1.36 & 13.06 & 8.71 & 9.14 & 7.59 \\
13.06 & 1.72 & 9.18 & 9.62 & 8.15 \\
8.71 & 9.18 & 2.34 & 10.58 & 5.85 \\
9.14 & 9.62 & 10.58 & 2.12 & 6.52 \\
7.59 & 8.15 & 5.85 & 6.52 & 1.75 \\
